NAME : ORTEC-VRPTW-ASYM-e03a17e0-d1-n960
TYPE : VRPTW-RT
DIMENSION : 961
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 160
NODE_COORD_SECTION
1	5210	1488
2	2780	2318
3	4500	2194
4	5157	2276
5	2369	3044
6	4328	1630
7	5516	1417
8	3854	2728
9	4260	1789
10	5674	1544
11	4501	1513
12	4925	1524
13	4635	1602
14	6756	2053
15	7076	1913
16	6987	637
17	6762	2130
18	6853	1941
19	3890	1914
20	3846	2924
21	1279	3608
22	3750	2709
23	2710	3432
24	3812	1851
25	6254	1768
26	3267	3176
27	4643	1599
28	7687	748
29	6741	1902
30	1224	4377
31	6762	2130
32	7336	1151
33	5674	1544
34	5507	1206
35	5429	2134
36	5337	1127
37	5630	1416
38	7071	1365
39	4022	1825
40	1575	3665
41	5217	2088
42	7482	509
43	1355	3741
44	7208	699
45	7147	1481
46	5433	2942
47	3812	1851
48	7366	681
49	6629	1627
50	5257	1448
51	2608	3148
52	1224	4377
53	6012	1471
54	4177	1626
55	3780	2701
56	2896	1987
57	7335	1033
58	371	4517
59	4664	1475
60	4745	1735
61	6674	1687
62	6754	2310
63	4376	1847
64	1577	3759
65	4257	2613
66	4401	1726
67	6579	1489
68	7125	765
69	4900	2400
70	7336	1151
71	7366	681
72	1977	3770
73	3725	2493
74	5217	2088
75	7148	1291
76	5621	1473
77	4054	1917
78	3505	2940
79	1279	3608
80	3547	2938
81	2914	1371
82	7924	1087
83	4995	1736
84	2674	3321
85	5561	1598
86	4900	2400
87	4647	1654
88	6756	2053
89	0	4666
90	7731	634
91	4780	2605
92	4003	2528
93	4054	1917
94	1316	4464
95	6057	1558
96	4709	2669
97	3920	1904
98	4578	1596
99	6727	1881
100	493	4748
101	7454	690
102	6777	1367
103	5809	1153
104	5885	2584
105	3800	2002
106	5867	1846
107	7924	1087
108	7125	765
109	3799	3008
110	7285	1256
111	3025	1839
112	2970	1883
113	6897	2215
114	4662	2468
115	6721	2089
116	2574	1966
117	3505	2940
118	6756	2053
119	7251	616
120	7687	748
121	7210	1078
122	5887	1457
123	5674	1544
124	7260	1212
125	4257	2613
126	6994	904
127	4117	2143
128	6988	1346
129	4072	2786
130	6496	1200
131	2574	1966
132	5809	1153
133	3267	3176
134	2969	3002
135	2127	3601
136	7601	750
137	5045	2105
138	5101	2248
139	4635	1602
140	6579	1489
141	1224	4377
142	2737	2986
143	3313	2729
144	3750	2709
145	514	4518
146	4647	1654
147	3505	2940
148	4718	1559
149	4797	1610
150	2345	3990
151	7518	1326
152	7924	1087
153	4872	1515
154	3225	2539
155	6022	1624
156	5516	1417
157	4221	2958
158	6628	2185
159	7924	1087
160	6710	1821
161	5809	1153
162	5953	1933
163	7604	1113
164	5754	2094
165	4766	2589
166	7210	1078
167	1149	4137
168	4664	1475
169	7704	830
170	6982	1327
171	7791	1009
172	6623	1706
173	3025	1839
174	1316	4464
175	3629	2085
176	975	4452
177	4891	2234
178	4779	1579
179	3588	2616
180	5806	2619
181	6856	1474
182	6756	2053
183	4828	2667
184	2674	3321
185	6721	2089
186	6036	2333
187	6658	2519
188	6629	1627
189	1575	3665
190	7454	690
191	4501	1513
192	5366	1497
193	6897	2215
194	1224	4377
195	2592	1636
196	7148	1291
197	4635	1602
198	4518	1381
199	6914	988
200	6037	1716
201	6808	2060
202	2970	1883
203	2008	3612
204	2373	1999
205	5003	2742
206	6026	1384
207	4273	2840
208	6660	1752
209	6254	1768
210	1279	3608
211	7166	1244
212	3547	2938
213	5582	2268
214	4603	1556
215	1316	4464
216	92	4590
217	6579	1558
218	2064	3470
219	4346	1543
220	7188	883
221	5679	2106
222	4496	2638
223	3796	2167
224	5209	2413
225	4619	1653
226	4643	1599
227	7335	1033
228	1466	3948
229	4724	2974
230	6864	884
231	6026	1384
232	5509	1344
233	6808	2060
234	3750	2709
235	4496	2638
236	5953	1933
237	3093	2884
238	2570	2907
239	6853	1941
240	4551	1539
241	6710	1821
242	4273	2840
243	180	4772
244	3225	2539
245	6982	1327
246	2369	3044
247	4496	2638
248	3800	2002
249	3275	2774
250	385	4612
251	3025	1839
252	6756	2053
253	1355	3741
254	3812	1851
255	6841	786
256	7731	634
257	7454	690
258	3851	2529
259	7091	1245
260	3920	1904
