NAME : ORTEC-VRPTW-ASYM-16b82253-d1-n782
TYPE : VRPTW-RT
DIMENSION : 783
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 145
NODE_COORD_SECTION
1	0	4264
2	483	5062
3	611	1581
4	717	1591
5	997	2700
6	771	5114
7	847	3504
8	531	1657
9	729	4051
10	748	1184
11	693	4926
12	561	4659
13	645	1651
14	820	2340
15	836	3037
16	819	3668
17	697	1586
18	1200	2657
19	733	5147
20	804	1617
21	897	3677
22	576	4685
23	613	3606
24	981	3025
25	401	5132
26	527	3288
27	889	5158
28	589	2121
29	737	5181
30	518	4497
31	697	1586
32	1116	4433
33	748	1184
34	564	1726
35	778	1005
36	649	1311
37	998	2766
38	771	2853
39	781	330
40	695	4996
41	528	2440
42	1243	2973
43	612	4217
44	656	1645
45	450	4985
46	961	136
47	981	3025
48	569	3422
49	308	4774
50	660	4880
51	428	2211
52	518	4497
53	1193	2943
54	1316	2749
55	859	3386
56	1243	2718
57	930	3645
58	1047	5115
59	717	5022
60	859	1094
61	1090	2770
62	812	3446
63	687	5181
64	664	1499
65	969	322
66	456	898
67	452	4452
68	914	3004
69	608	2009
70	1116	4433
71	569	3422
72	612	4986
73	842	1507
74	528	2440
75	787	2353
76	603	4641
77	572	4670
78	849	3541
79	951	3527
80	496	1463
81	747	1956
82	930	3051
83	451	4002
84	725	4779
85	1068	2905
86	603	4641
87	1027	2977
88	820	2340
89	1087	639
90	269	2066
91	893	599
92	696	4828
93	572	4670
94	823	1024
95	825	4114
96	1059	630
97	659	4082
98	1036	1077
99	487	4675
100	1346	2989
101	1007	3161
102	1328	2809
103	450	4171
104	664	3933
105	502	1689
106	496	5106
107	930	3051
108	914	3004
109	676	2314
110	930	657
111	914	3004
112	1179	4526
113	429	2208
114	710	5171
115	596	5145
116	564	1726
117	849	3541
118	567	1496
119	486	3481
120	589	2121
121	647	1725
122	390	5036
123	748	1184
124	1031	4825
125	969	322
126	624	4581
127	671	1698
128	680	1891
129	495	3530
130	997	2700
131	564	1726
132	569	1582
133	527	3288
134	458	4708
135	456	898
136	996	4099
137	773	1269
138	610	1129
139	645	1651
140	452	4452
141	740	551
142	560	2018
143	1159	2824
144	576	4685
145	518	4977
146	1027	2977
147	849	3541
148	942	3644
149	406	4275
150	951	2788
151	934	1156
152	930	3051
153	646	4672
154	917	3845
155	925	2534
156	847	3504
157	911	2742
158	647	4891
159	930	3051
160	747	1956
161	569	1582
162	565	1619
163	680	1891
164	962	164
165	1316	2749
166	647	1725
167	1034	636
168	717	5022
169	573	1627
170	793	2309
171	843	4320
172	805	3386
173	914	3004
174	823	1024
175	967	4025
176	544	4788
177	524	1454
178	1088	3484
179	514	5257
180	789	5020
181	799	3397
182	820	2340
183	540	4944
184	725	4779
185	1050	3063
186	879	3502
187	658	3846
188	308	4774
189	695	4996
190	1007	3161
191	693	4926
192	546	4428
193	429	2208
194	518	4497
195	906	2435
196	633	888
197	645	1651
198	581	4683
199	1156	3279
200	824	2314
201	314	1946
202	1179	4526
203	1096	4771
204	1081	2844
205	598	2186
206	917	3845
207	970	3616
208	831	2916
209	656	1645
210	897	3677
211	1068	2905
212	496	1463
213	305	5197
214	827	1290
215	823	1024
216	538	1346
217	510	5019
218	476	4431
219	512	943
220	888	4005
221	360	4292
222	672	3629
223	1284	4526
224	1066	2850
225	698	5199
226	556	4485
227	930	3645
228	672	2280
229	645	3443
230	969	763
231	729	3326
232	601	4683
233	677	1681
234	576	4685
235	473	4591
236	565	1619
237	572	4670
238	1018	2772
239	1200	2657
240	754	304
241	525	4586
242	970	3616
243	645	5019
244	917	3845
245	825	4114
246	498	1618
247	473	4591
248	969	3974
249	918	1237
250	671	4246
251	1132	253
252	820	2340
253	574	2167
254	612	4217
255	930	3051
256	737	1368
257	269	2066
258	1007	3161
259	553	1669
260	595	1292
261	623	1505
262	512	943
263	1348	2782
264	651	4085
265	994	2825
266	727	5152
267	575	3576
268	569	1582
269	360	4292
270	658	3846
271	792	1633
272	573	1627
273	422	2313
274	451	4627
275	1305	2660
276	1066	2850
277	1229	3360
278	1316	2749
279	688	1520
280	820	2340
281	575	3576
282	525	386
283	575	3576
284	512	943
285	676	2314
286	538	1346
287	784	578
288	612	4217
289	981	3025
290	595	1292
291	496	1463
292	520	4212
293	812	3446
294	599	1739
295	787	2353
296	626	3612
297	463	4412
298	453	4343
299	647	4891
300	569	1582
301	504	4418
302	659	4082
303	656	1645
304	840	4536
305	1050	3063
306	592	1792
307	931	3834
308	874	931
309	1059	630
310	687	5181
311	973	3117
312	360	4292
313	969	322
314	985	3713
315	729	3326
316	969	763
317	827	1290
318	961	136
319	734	5087
320	540	4944
321	565	4166
322	1346	2989
323	951	3527
324	507	4663
325	942	3644
326	592	2304
327	550	4497
328	659	4082
329	905	3561
330	1346	2989
331	671	4651
332	809	4887
333	645	3443
334	996	4099
335	727	5152
336	1368	3593
337	611	3907
338	440	4956
339	717	993
340	969	763
341	274	5046
342	488	4608
343	620	4279
344	471	1376
345	413	4582
346	1047	5115
347	440	4956
348	946	3520
349	911	2742
350	632	4839
351	571	4717
352	725	4779
353	525	4586
354	996	3283
355	1159	2824
356	560	2018
357	744	426
358	1036	1077
359	725	4867
360	598	2186
361	660	4880
362	962	164
363	514	3810
364	858	2838
365	581	4683
366	678	4743
367	931	3834
368	792	1633
369	880	4080
370	569	3422
371	784	578
372	508	4236
373	986	2645
374	649	4502
375	476	4431
376	636	1633
377	544	4788
378	1285	3460
379	840	4536
380	716	3806
381	1075	3026
382	601	4683
383	866	3551
384	564	1339
385	610	1129
386	543	4323
387	527	3288
388	859	1094
389	390	5036
390	687	5181
391	1346	2989
392	917	3845
393	556	4485
394	992	2793
395	994	2616
396	938	2946
397	436	2083
398	406	955
399	531	1657
400	502	1378
401	1047	5115
402	688	1520
403	696	4828
404	996	4099
405	386	2297
406	1211	2548
407	641	1256
408	766	986
409	851	2907
410	840	4536
411	679	5097
412	693	4926
413	505	4406
414	512	1983
415	729	4051
416	510	5019
417	695	2360
418	856	1548
419	603	4607
420	645	2343
421	1087	3621
422	873	2991
423	1211	2548
424	581	4683
425	632	3164
426	585	1296
427	1131	2580
428	918	1237
429	719	5057
430	973	3117
431	526	4386
432	572	4670
433	544	4704
434	567	1496
435	951	2788
436	1181	4274
437	942	3644
438	513	2370
439	931	3834
440	1111	4686
441	547	893
442	513	2370
443	1243	2973
444	822	4905
445	481	4726
446	851	2907
447	569	1582
448	615	3685
449	694	2373
450	729	4051
451	1181	4274
452	682	416
453	632	4839
454	805	3948
455	577	1601
456	695	4996
457	793	2309
458	824	2314
459	542	2144
460	595	1292
461	546	4428
462	399	2381
463	393	4221
464	524	1454
465	805	3386
466	480	2181
467	744	426
468	856	1548
469	925	2534
470	488	3871
471	598	1576
472	727	5152
473	682	416
474	608	755
475	823	3619
476	615	3685
477	925	2534
478	619	5208
479	554	3299
480	1181	4274
481	805	3948
482	483	5062
483	561	4557
484	480	2181
485	508	4236
486	910	1269
487	308	4774
488	1120	2976
489	847	3504
490	994	2616
491	579	3333
492	1101	2662
493	858	2838
494	849	3541
495	1159	2824
496	533	1422
497	1111	4686
498	693	4926
499	970	3616
500	819	3668
501	679	5097
502	608	4615
503	996	3283
504	495	3530
505	1181	4274
506	712	4983
507	812	3446
508	812	3446
509	543	4323
510	592	2304
511	904	5220
512	687	2254
513	565	1619
514	569	1582
515	675	1200
516	555	3455
517	401	5132
518	858	2838
519	994	2825
520	746	3761
521	820	2340
522	1047	5115
523	1085	589
524	660	4880
525	996	4099
526	733	5147
527	601	4683
528	461	2309
529	740	1333
530	546	4428
531	514	3810
532	847	3504
533	918	1237
534	934	1156
535	957	4452
536	1027	2977
537	274	5046
538	673	4986
539	909	2194
540	1090	2770
541	577	1601
542	793	2309
543	620	4279
544	888	4005
545	973	3117
546	986	2645
547	538	1346
548	957	4452
549	413	4582
550	1124	0
551	429	2208
552	595	1292
553	645	1651
554	805	3386
555	727	1631
556	722	3920
557	998	2766
558	746	3761
559	874	931
560	836	3037
561	550	4497
562	504	4672
563	1090	2770
564	938	2946
565	934	1156
566	1061	4765
567	696	3498
568	911	2742
569	461	2309
570	564	1726
571	679	5097
572	589	3620
573	583	4910
574	997	2700
575	416	4318
576	575	3576
577	1211	2548
578	610	1129
579	564	3301
580	399	2381
581	659	4082
582	686	3299
583	969	3974
584	406	4275
585	786	4899
586	1061	4765
587	1181	4274
588	695	4996
589	569	1582
590	676	2314
591	910	1269
592	416	4318
593	451	4627
594	528	2440
595	429	2208
596	874	931
597	682	416
598	525	386
599	847	3504
600	851	2907
601	729	3326
602	645	5019
603	760	3528
604	641	3861
605	550	4497
606	502	1378
607	556	4485
608	819	3668
609	967	4025
610	930	657
611	358	5116
612	269	2066
613	856	1548
614	879	3502
615	1284	4526
616	518	4977
617	572	4670
618	985	3713
619	946	3520
620	540	4944
621	314	1946
622	778	1005
623	512	1983
624	946	3520
625	608	2009
626	561	4659
627	694	2373
628	542	2144
629	727	1631
630	812	3446
631	859	3386
632	592	1792
633	607	3901
634	1061	4765
635	507	4663
636	892	1304
637	658	3846
638	624	4581
639	994	2616
640	619	5208
641	453	4343
642	730	1560
643	583	4910
644	411	4573
645	1259	2752
646	623	4496
647	1036	1077
648	533	1422
649	607	3901
650	269	2066
651	688	1520
652	452	1235
653	649	1311
654	994	2616
655	645	3443
656	1103	4663
657	930	657
658	656	1645
659	506	2269
660	822	4905
661	756	3646
662	619	3501
663	600	4571
664	620	4279
665	1061	4765
666	961	136
667	589	3620
668	725	4867
669	596	5145
670	1116	4433
671	443	1251
672	1066	2850
673	607	4848
674	1200	2657
675	358	5116
676	473	4591
677	651	4085
678	677	1681
679	679	5097
680	564	1339
681	737	5181
682	533	1422
683	930	657
684	981	3025
685	986	2645
686	451	4627
687	583	4910
688	823	1024
689	586	4060
690	487	4675
691	866	3551
692	1057	4351
693	754	304
694	717	993
695	688	1520
696	570	5045
697	507	4663
698	827	2932
699	824	2314
700	645	1651
701	1285	3460
702	649	4502
703	626	3612
704	646	5090
705	819	3668
706	692	2144
707	822	4905
708	804	1617
709	962	3614
710	626	2092
711	547	893
712	1328	2809
713	520	4212
714	436	2083
715	509	1993
716	649	1311
717	906	3462
718	623	4496
719	823	1024
720	488	4608
721	756	3646
722	772	1146
723	922	2773
724	544	4788
725	686	3299
726	867	5226
727	786	4899
728	451	4002
729	544	4704
730	786	4899
731	730	1560
732	645	2343
733	1151	2886
734	592	1792
735	1068	2905
736	521	3282
737	481	4486
738	750	4811
739	671	1698
740	748	1184
741	481	4486
742	873	2991
743	831	3583
744	961	136
745	930	3467
746	812	3446
747	880	1238
748	957	3949
749	851	2907
750	525	4586
751	488	3871
752	395	3493
753	734	4697
754	697	1605
755	451	4002
756	623	1505
757	647	1725
758	1101	2662
759	782	724
760	666	1102
761	961	724
762	581	4683
763	653	1696
764	1179	4526
765	716	3806
766	1151	2886
767	576	4685
768	729	3326
769	756	3646
770	717	993
771	613	4307
772	744	264
773	930	3051
774	848	3436
775	1131	2580
776	725	4867
777	574	2167
778	750	4811
779	521	3282
780	961	724
781	880	4080
782	1346	2989
783	847	3504
DEMAND_SECTION
1	0
2	4
3	12
4	4
5	7
6	6
7	6
8	5
9	10
10	9
11	7
12	10
13	4
14	10
15	9
16	3
17	6
18	5
19	3
20	6
21	4
22	12
23	6
24	6
25	5
26	7
27	6
28	2
29	10
30	8
